,Unnamed: 0,Unnamed: 0.1,Name,VarianceFantasyEvaluation,PlayedMatches,Team,Role,MedianFantasyEvaluation,WeightedFantasyEvaluation,Qt..A,Qt..I,Plays2018_2019,Owner,Price,MantraRole,MeanFantasyEvaluation,Id,R,Squadra,Qt. A,Qt. I,Diff.,ComputedPrices
315,315,634.0,VERETOUT,5.0910714286,36.0,Fiorentina,C,6.25,6.4342105263,16.0,17.0,,BRYAN,15.0,C,6.7763157894736805,2215,C,Roma,14,14,0,30.83116907773929
316,316,638.0,VICARI,0.513368984,34.0,SPAL,D,5.75,5.2105263158,6.0,4.0,,,,Dc,5.8974358974359,2261,D,SPAL,7,7,0,-3.7464292319779418
317,317,639.0,VIEIRA,,21.0,,C,,3.3717878602,5.0,6.0,,,,M,6.0,2855,C,Sampdoria,4,4,0,-2.817350633444948
318,318,643.0,VIVIANI,1.3645320197,29.0,SPAL,C,6.0,4.8157894737,8.0,9.0,,,,M,6.31034482758621,631,C,SPAL,4,4,0,10.634190852499152
319,319,649.0,WALLACE,0.4423076923,13.0,Lazio,D,6.0,1.9605263158,5.0,5.0,,,,Dc,5.794117647058821,2007,D,Lazio,3,3,0,-8.224640588074635
320,320,654.0,ZAPATAC,0.6742424242,12.0,Milan,D,6.25,1.9210526316,3.0,4.0,,,,Dc,6.08333333333333,365,D,Genoa,8,8,0,4.311082441582291
321,321,655.0,ZAPATAD,4.7161290323000005,31.0,Sampdoria,A,6.5,6.0131578947,25.0,26.0,,ME,10.0,Pc,7.236111111111112,608,A,Atalanta,35,36,-1,47.66729607091172
322,322,656.0,ZAZA,,35.0,,A,,6.764737624,21.0,22.0,,,,Pc,5.33333333333333,315,A,Torino,13,12,1,-34.80642973719859
323,323,657.0,ZIELINSKI,1.935515873,36.0,Napoli,C,6.0,6.1447368421,16.0,14.0,,GATTI,32.0,C,6.6097560975609815,152,C,Napoli,16,17,-1,23.61182979286798
324,324,,LUKAKUR,,,,,,,,,,,,,7.962709483269379,2531,A,Inter,36,35,1,79.16087121029867
325,325,,RAFAELLEAO,,,,,,,,,,,,,5.7922371715227685,4510,A,Milan,22,22,0,-14.915767903147458
326,326,,LOZANO,,,,,,,,,,,,,5.7922371715227685,4517,A,Napoli,22,22,0,-14.915767903147458
327,327,,RIBERY,,,,,,,,,,,,,5.3271359618627825,2409,C,Fiorentina,19,19,0,-31.981872542186547
328,328,,MURIEL,,,,,,,,,,,,,5.3271359618627825,507,A,Atalanta,19,17,2,-35.07504771317154
329,329,,BALOTELLI,,,,,,,,,,,,,5.3271359618627825,696,A,Brescia,19,19,0,-35.07504771317154
330,330,,RAMSEY,,,,,,,,,,,,,5.172102225309453,2472,C,Juventus,18,18,0,-38.70163247886129
331,331,,RUIZ,,,,,,,,,,,,,5.017068488756124,2775,C,Napoli,17,17,0,-45.421392415536
332,332,,DONNARUMMAAL,,,,,,,,,,,,,5.017068488756124,4452,A,Brescia,17,16,1,-48.51456758652099
333,333,,ZANIOLO,,,,,,,,,,,,,4.862034752202794,2766,C,Roma,16,16,0,-52.141152352210746
334,334,,ANDRESILVA,,,,,,,,,,,,,4.707001015649465,2175,A,Milan,15,15,0,-61.95408745987044
335,335,,GODIN,,,,,,,,,,,,,4.551967279096137,2572,D,Inter,14,14,0,-62.06422714212882
336,336,,DELIGT,,,,,,,,,,,,,4.551967279096137,4428,D,Juventus,14,14,0,-62.06422714212882
337,337,,RABIOT,,,,,,,,,,,,,4.551967279096137,2379,C,Juventus,14,14,0,-65.58067222556012
338,338,,PAQUETA,,,,,,,,,,,,,4.551967279096137,4322,C,Milan,14,15,-1,-65.58067222556012
339,339,,PAULOPEZ,,,,,,,,,,,,,4.396933542542806,4419,P,Roma,13,14,-1,-30.850514314327693
340,340,,SANSONEN,,,,,,,,,,,,,4.396933542542806,537,A,Bologna,13,12,1,-75.39360733321989
341,341,,TORREGROSSA,,,,,,,,,,,,,4.396933542542806,4453,A,Brescia,13,13,0,-75.39360733321989
342,342,,GABBIADINI,,,,,,,,,,,,,4.396933542542806,407,A,Sampdoria,13,13,0,-75.39360733321989
343,343,,DICARMINE,,,,,,,,,,,,,4.396933542542806,4500,A,Verona,13,13,0,-75.39360733321989
344,344,,KUCKA,,,,,,,,,,,,,4.241899805989477,234,C,Parma,12,12,0,-79.02019209890962
345,345,,KARAMOH,,,,,,,,,,,,,4.241899805989477,2325,A,Parma,12,12,0,-82.1133672698946
346,346,,MALINOVSKYI,,,,,,,,,,,,,4.086866069436148,4427,C,Atalanta,11,11,0,-85.73995203558432
347,347,,SCHONE,,,,,,,,,,,,,4.086866069436148,4512,C,Genoa,11,11,0,-85.73995203558432
348,348,,MUSSO,,,,,,,,,,,,,3.931832332882818,2792,P,Udinese,10,9,1,-51.00979412435185
349,349,,OBIANG,,,,,,,,,,,,,3.931832332882818,4501,C,Sassuolo,10,10,0,-92.45971197225906
350,350,,NANDEZ,,,,,,,,,,,,,3.931832332882818,4514,C,Cagliari,10,10,0,-92.45971197225906
351,351,,SANABRIA,,,,,,,,,,,,,3.931832332882818,479,A,Genoa,10,10,0,-95.55288714324405
352,352,,NESTOROVSKI,,,,,,,,,,,,,3.931832332882818,1943,A,Udinese,10,10,0,-95.55288714324405
353,353,,PAZZINI,,,,,,,,,,,,,3.931832332882818,636,A,Verona,10,10,0,-95.55288714324405
354,354,,ROMEROC,,,,,,,,,,,,,3.7767985963294888,4307,D,Genoa,9,9,0,-95.66302682550248
355,355,,VAVRO,,,,,,,,,,,,,3.7767985963294888,4397,D,Lazio,9,9,0,-95.66302682550248
356,356,,RODRIGOBECAO,,,,,,,,,,,,,3.7767985963294888,4412,D,Udinese,9,7,2,-95.66302682550248
357,357,,DUARTE,,,,,,,,,,,,,3.7767985963294888,4511,D,Milan,9,9,0,-95.66302682550248
358,358,,ZAPPACOSTA,,,,,,,,,,,,,3.7767985963294888,554,D,Roma,9,9,0,-95.66302682550248
359,359,,BISOLI,,,,,,,,,,,,,3.7767985963294888,4445,C,Brescia,9,9,0,-99.17947190893379
360,360,,ZACCAGNI,,,,,,,,,,,,,3.7767985963294888,632,C,Verona,9,9,0,-99.17947190893379
361,361,,LAMANTIA,,,,,,,,,,,,,3.7767985963294888,4477,A,Lecce,9,9,0,-102.27264707991878
362,362,,CORNELIUS,,,,,,,,,,,,,3.7767985963294888,2163,A,Parma,9,9,0,-102.27264707991878
363,363,,DANILOLAR,,,,,,,,,,,,,3.62176485977616,578,D,Bologna,8,8,0,-102.38278676217719
364,364,,CISTANA,,,,,,,,,,,,,3.62176485977616,4442,D,Brescia,8,7,1,-102.38278676217719
365,365,,DEMIRAL,,,,,,,,,,,,,3.62176485977616,4332,D,Juventus,8,8,0,-102.38278676217719
366,366,,HERNANDEZT,,,,,,,,,,,,,3.62176485977616,4292,D,Milan,8,8,0,-102.38278676217719
367,367,,MALCUIT,,,,,,,,,,,,,3.62176485977616,2860,D,Napoli,8,8,0,-102.38278676217719
368,368,,MURILLO,,,,,,,,,,,,,3.62176485977616,259,D,Sampdoria,8,9,-1,-102.38278676217719
369,369,,IGOR,,,,,,,,,,,,,3.62176485977616,4407,D,SPAL,8,7,1,-102.38278676217719
370,370,,SKRTEL,,,,,,,,,,,,,3.62176485977616,4516,D,Atalanta,8,8,0,-102.38278676217719
371,371,,MOROSINI,,,,,,,,,,,,,3.62176485977616,2106,C,Brescia,8,8,0,-105.8992318456085
372,372,,SPALEK,,,,,,,,,,,,,3.62176485977616,4448,C,Brescia,8,8,0,-105.8992318456085
373,373,,CASTROVILLI,,,,,,,,,,,,,3.62176485977616,4377,C,Fiorentina,8,7,1,-105.8992318456085
374,374,,LAZARO,,,,,,,,,,,,,3.62176485977616,4385,C,Inter,8,8,0,-105.8992318456085
375,375,,MANCOSU,,,,,,,,,,,,,3.62176485977616,65,C,Lecce,8,8,0,-105.8992318456085
376,376,,YOUNES,,,,,,,,,,,,,3.62176485977616,2776,C,Napoli,8,8,0,-105.8992318456085
377,377,,SKOVOLSEN,,,,,,,,,,,,,3.62176485977616,4415,A,Bologna,8,8,0,-108.99240701659349
378,378,,ADEKANYE,,,,,,,,,,,,,3.62176485977616,4388,A,Lazio,8,8,0,-108.99240701659349
379,379,,JORONEN,,,,,,,,,,,,,3.466731123222831,4425,P,Brescia,7,6,1,-71.16907393437599
380,380,,RADUI,,,,,,,,,,,,,3.466731123222831,1843,P,Genoa,7,8,-1,-71.16907393437599
381,381,,SILVESTRI,,,,,,,,,,,,,3.466731123222831,2211,P,Verona,7,6,1,-71.16907393437599
382,382,,DENSWIL,,,,,,,,,,,,,3.466731123222831,4414,D,Bologna,7,7,0,-109.1025466988519
383,383,,TOLJAN,,,,,,,,,,,,,3.466731123222831,4426,D,Sassuolo,7,7,0,-109.1025466988519
384,384,,DJIDJI,,,,,,,,,,,,,3.466731123222831,2869,D,Torino,7,7,0,-109.1025466988519
385,385,,BOCCHETTI,,,,,,,,,,,,,3.466731123222831,4420,D,Verona,7,7,0,-109.1025466988519
386,386,,NDOJ,,,,,,,,,,,,,3.466731123222831,4447,C,Brescia,7,7,0,-112.6189917822832
387,387,,TONALI,,,,,,,,,,,,,3.466731123222831,4449,C,Brescia,7,6,1,-112.6189917822832
388,388,,ELMAS,,,,,,,,,,,,,3.466731123222831,4479,C,Napoli,7,7,0,-112.6189917822832
389,389,,MARONI,,,,,,,,,,,,,3.466731123222831,4405,C,Sampdoria,7,7,0,-112.6189917822832
390,390,,MIGUELVELOSO,,,,,,,,,,,,,3.466731123222831,2011,C,Verona,7,5,2,-112.6189917822832
391,391,,ZMRHAL,,,,,,,,,,,,,3.466731123222831,4513,C,Brescia,7,7,0,-112.6189917822832
392,392,,WALACE,,,,,,,,,,,,,3.466731123222831,2392,C,Udinese,7,7,0,-112.6189917822832
393,393,,AYE,,,,,,,,,,,,,3.466731123222831,4413,A,Brescia,7,7,0,-115.7121669532682
394,394,,CHANCELLOR,,,,,,,,,,,,,3.3116973866695014,4429,D,Brescia,6,5,1,-115.82230663552663
395,395,,MARTELLA,,,,,,,,,,,,,3.3116973866695014,1896,D,Brescia,6,6,0,-115.82230663552663
396,396,,SABELLI,,,,,,,,,,,,,3.3116973866695014,791,D,Brescia,6,6,0,-115.82230663552663
397,397,,BARRECA,,,,,,,,,,,,,3.3116973866695014,1979,D,Genoa,6,6,0,-115.82230663552663
398,398,,PELLEGRINILU,,,,,,,,,,,,,3.3116973866695014,2728,D,Cagliari,6,6,0,-115.82230663552663
399,399,,BENZAR,,,,,,,,,,,,,3.3116973866695014,4398,D,Lecce,6,6,0,-115.82230663552663
400,400,,CALDERONI,,,,,,,,,,,,,3.3116973866695014,4470,D,Lecce,6,6,0,-115.82230663552663
401,401,,GRAVILLON,,,,,,,,,,,,,3.3116973866695014,2184,D,Sassuolo,6,6,0,-115.82230663552663
402,402,,ZURKOWSKI,,,,,,,,,,,,,3.3116973866695014,4376,C,Fiorentina,6,6,0,-119.33875171895792
403,403,,LERAGER,,,,,,,,,,,,,3.3116973866695014,4330,C,Genoa,6,6,0,-119.33875171895792
404,404,,STURARO,,,,,,,,,,,,,3.3116973866695014,305,C,Genoa,6,6,0,-119.33875171895792
405,405,,JONY,,,,,,,,,,,,,3.3116973866695014,4424,C,Lazio,6,6,0,-119.33875171895792
406,406,,PETRICCIONE,,,,,,,,,,,,,3.3116973866695014,179,C,Lecce,6,6,0,-119.33875171895792
407,407,,HERNANI,,,,,,,,,,,,,3.3116973866695014,4423,C,Parma,6,6,0,-119.33875171895792
408,408,,VERRE,,,,,,,,,,,,,3.3116973866695014,600,C,Verona,6,6,0,-119.33875171895792
409,409,,BADU,,,,,,,,,,,,,3.3116973866695014,589,C,Verona,6,6,0,-119.33875171895792
410,410,,GUMUS,,,,,,,,,,,,,3.3116973866695014,4381,A,Genoa,6,6,0,-122.43192688994291
411,411,,FALCO,,,,,,,,,,,,,3.3116973866695014,658,A,Lecce,6,5,1,-122.43192688994291
412,412,,SPROCATI,,,,,,,,,,,,,3.3116973866695014,2773,A,Parma,6,6,0,-122.43192688994291
413,413,,GABRIEL,,,,,,,,,,,,,3.1566636501161724,385,P,Lecce,5,6,-1,-84.60859380772543
414,414,,TOMIYASU,,,,,,,,,,,,,3.1566636501161724,4422,D,Bologna,5,4,1,-122.54206657220134
415,415,,MATEJU,,,,,,,,,,,,,3.1566636501161724,4373,D,Brescia,5,5,0,-122.54206657220134
416,416,,PAJAC,,,,,,,,,,,,,3.1566636501161724,1876,D,Genoa,5,5,0,-122.54206657220134
417,417,,LUCIONI,,,,,,,,,,,,,3.1566636501161724,2241,D,Lecce,5,5,0,-122.54206657220134
418,418,,DAWIDOWICZ,,,,,,,,,,,,,3.1566636501161724,4493,D,Verona,5,5,0,-122.54206657220134
419,419,,RRAHMANI,,,,,,,,,,,,,3.1566636501161724,4409,D,Verona,5,4,1,-122.54206657220134
420,420,,RISPOLI,,,,,,,,,,,,,3.1566636501161724,423,D,Lecce,5,5,0,-122.54206657220134
421,421,,CETIN,,,,,,,,,,,,,3.1566636501161724,4519,D,Roma,5,5,0,-122.54206657220134
422,422,,JAGIELLO,,,,,,,,,,,,,3.1566636501161724,4384,C,Genoa,5,5,0,-126.05851165563264
423,423,,BERISHAV,,,,,,,,,,,,,3.1566636501161724,2771,C,Lazio,5,5,0,-126.05851165563264
424,424,,MAJER,,,,,,,,,,,,,3.1566636501161724,4475,C,Lecce,5,5,0,-126.05851165563264
425,425,,SHAKHOV,,,,,,,,,,,,,3.1566636501161724,4400,C,Lecce,5,5,0,-126.05851165563264
426,426,,TACHTSIDIS,,,,,,,,,,,,,3.1566636501161724,241,C,Lecce,5,5,0,-126.05851165563264
427,427,,THORSBY,,,,,,,,,,,,,3.1566636501161724,4404,C,Sampdoria,5,5,0,-126.05851165563264
428,428,,BRUGMAN,,,,,,,,,,,,,3.1566636501161724,430,C,Parma,5,5,0,-126.05851165563264
429,429,,AMRABAT,,,,,,,,,,,,,3.1566636501161724,4522,C,Verona,5,4,1,-126.05851165563264
430,430,,SEMA,,,,,,,,,,,,,3.1566636501161724,4524,C,Udinese,5,5,0,-126.05851165563264
431,431,,BONAZZOLI,,,,,,,,,,,,,3.1566636501161724,505,A,Sampdoria,5,4,1,-129.15168682661763
432,432,,MONCINI,,,,,,,,,,,,,3.1566636501161724,2853,A,SPAL,5,5,0,-129.15168682661763
433,433,,LEE,,,,,,,,,,,,,3.1566636501161724,2324,A,Verona,5,5,0,-129.15168682661763
434,434,,BUFFON,,,,,,,,,,,,,3.001629913562843,282,P,Juventus,4,4,0,-91.32835374440015
435,435,,RECA,,,,,,,,,,,,,3.001629913562843,2739,D,Atalanta,4,4,0,-129.26182650887606
436,436,,VENUTI,,,,,,,,,,,,,3.001629913562843,2174,D,Fiorentina,4,4,0,-129.26182650887606
437,437,,MECCARIELLO,,,,,,,,,,,,,3.001629913562843,4472,D,Lecce,4,4,0,-129.26182650887606
438,438,,DERMAKU,,,,,,,,,,,,,3.001629913562843,139,D,Parma,4,4,0,-129.26182650887606
439,439,,AUGELLO,,,,,,,,,,,,,3.001629913562843,4421,D,Sampdoria,4,4,0,-129.26182650887606
440,440,,CHABOT,,,,,,,,,,,,,3.001629913562843,4403,D,Sampdoria,4,4,0,-129.26182650887606
441,441,,TERAVEST,,,,,,,,,,,,,3.001629913562843,2795,D,Udinese,4,4,0,-129.26182650887606
442,442,,EMPEREUR,,,,,,,,,,,,,3.001629913562843,4494,D,Verona,4,4,0,-129.26182650887606
443,443,,FARAONI,,,,,,,,,,,,,3.001629913562843,581,D,Verona,4,4,0,-129.26182650887606
444,444,,MARRONE,,,,,,,,,,,,,3.001629913562843,84,D,Verona,4,4,0,-129.26182650887606
445,445,,VITALEL,,,,,,,,,,,,,3.001629913562843,4496,D,Verona,4,4,0,-129.26182650887606
446,446,,MULDUR,,,,,,,,,,,,,3.001629913562843,4521,D,Sassuolo,4,3,1,-129.26182650887606
447,447,,SCHOUTEN,,,,,,,,,,,,,3.001629913562843,4393,C,Bologna,4,4,0,-132.77827159230736
448,448,,KULUSEVSKI,,,,,,,,,,,,,3.001629913562843,2833,C,Parma,4,4,0,-132.77827159230736
449,449,,SCOZZARELLA,,,,,,,,,,,,,3.001629913562843,2804,C,Parma,4,4,0,-132.77827159230736
450,450,,CORIC,,,,,,,,,,,,,3.001629913562843,2780,C,Roma,4,4,0,-132.77827159230736
451,451,,GONALONS,,,,,,,,,,,,,3.001629913562843,2193,C,Roma,4,4,0,-132.77827159230736
452,452,,JAJALO,,,,,,,,,,,,,3.001629913562843,434,C,Udinese,4,4,0,-132.77827159230736
453,453,,HENDERSONL,,,,,,,,,,,,,3.001629913562843,4498,C,Verona,4,4,0,-132.77827159230736
454,454,,AGUDELO,,,,,,,,,,,,,3.001629913562843,4515,C,Genoa,4,4,0,-132.77827159230736
455,455,,HAN,,,,,,,,,,,,,3.001629913562843,2146,A,Cagliari,4,4,0,-135.87144676329234
456,456,,SOTTIL,,,,,,,,,,,,,3.001629913562843,2839,A,Fiorentina,4,3,1,-135.87144676329234
457,457,,VLAHOVIC,,,,,,,,,,,,,3.001629913562843,2841,A,Fiorentina,4,4,0,-135.87144676329234
458,458,,GASTALDELLO,,,,,,,,,,,,,2.8465961770095136,47,D,Brescia,3,3,0,-135.9815864455508
459,459,,WALUKIEWICZ,,,,,,,,,,,,,2.8465961770095136,4374,D,Cagliari,3,3,0,-135.9815864455508
460,460,,ELYAMIQ,,,,,,,,,,,,,2.8465961770095136,2664,D,Genoa,3,2,1,-135.9815864455508
461,461,,DICKMANN,,,,,,,,,,,,,2.8465961770095136,2787,D,SPAL,3,3,0,-135.9815864455508
462,462,,KINGSLEY,,,,,,,,,,,,,2.8465961770095136,2835,C,Bologna,3,2,1,-139.4980315289821
463,463,,SVANBERG,,,,,,,,,,,,,2.8465961770095136,2744,C,Bologna,3,3,0,-139.4980315289821
464,464,,OLIVA,,,,,,,,,,,,,2.8465961770095136,4327,C,Cagliari,3,3,0,-139.4980315289821
465,465,,CRISTOFORO,,,,,,,,,,,,,2.8465961770095136,2075,C,Fiorentina,3,3,0,-139.4980315289821
466,466,,HAYE,,,,,,,,,,,,,2.8465961770095136,4474,C,Lecce,3,3,0,-139.4980315289821
467,467,,TABANELLI,,,,,,,,,,,,,2.8465961770095136,4476,C,Lecce,3,3,0,-139.4980315289821
468,468,,JANKOVIC,,,,,,,,,,,,,2.8465961770095136,4338,C,SPAL,3,3,0,-139.4980315289821
469,469,,GUSTAFSON,,,,,,,,,,,,,2.8465961770095136,2057,C,Torino,3,3,0,-139.4980315289821
470,470,,DESPODOV,,,,,,,,,,,,,2.8465961770095136,4333,A,Cagliari,3,3,0,-142.59120669996707
471,471,,MATOS,,,,,,,,,,,,,2.8465961770095136,92,A,Udinese,3,3,0,-142.59120669996707
472,472,,RAGUSA,,,,,,,,,,,,,2.8465961770095136,2073,A,Verona,3,3,0,-142.59120669996707
473,473,,IBANEZ,,,,,,,,,,,,,2.691562440456184,4331,D,Atalanta,2,2,0,-142.70134638222552
474,474,,CURCIO,,,,,,,,,,,,,2.691562440456184,4443,D,Brescia,2,2,0,-142.70134638222552
475,475,,SEMPRINI,,,,,,,,,,,,,2.691562440456184,4444,D,Brescia,2,2,0,-142.70134638222552
476,476,,PINNA,,,,,,,,,,,,,2.691562440456184,4454,D,Cagliari,2,1,1,-142.70134638222552
477,477,,JORGESILVA,,,,,,,,,,,,,2.691562440456184,4467,D,Lazio,2,2,0,-142.70134638222552
478,478,,FIAMOZZI,,,,,,,,,,,,,2.691562440456184,805,D,Lecce,2,2,0,-142.70134638222552
479,479,,VERA,,,,,,,,,,,,,2.691562440456184,4399,D,Lecce,2,2,0,-142.70134638222552
480,480,,TRIPALDELLI,,,,,,,,,,,,,2.691562440456184,4406,D,Sassuolo,2,2,0,-142.70134638222552
481,481,,SIERRALTA,,,,,,,,,,,,,2.691562440456184,4302,D,Udinese,2,2,0,-142.70134638222552
482,482,,KUMBULLA,,,,,,,,,,,,,2.691562440456184,4495,D,Verona,2,1,1,-142.70134638222552
483,483,,ANDERSONA,,,,,,,,,,,,,2.691562440456184,4389,C,Lazio,2,2,0,-146.2177914656568
484,484,,DANZI,,,,,,,,,,,,,2.691562440456184,2726,C,Verona,2,2,0,-146.2177914656568
485,485,,RAGATZU,,,,,,,,,,,,,2.691562440456184,4455,A,Cagliari,2,2,0,-149.3109666366418
486,486,,LOFASO,,,,,,,,,,,,,2.691562440456184,2048,A,Lecce,2,2,0,-149.3109666366418
487,487,,TUTINO,,,,,,,,,,,,,2.691562440456184,4507,A,Verona,2,1,1,-149.3109666366418
488,488,,ANTONUCCI,,,,,,,,,,,,,2.691562440456184,2657,A,Roma,2,2,0,-149.3109666366418
489,489,,SARRM,,,,,,,,,,,,,2.5365287039028552,42,P,Bologna,1,1,0,-111.4876335544243
490,490,,ALFONSO,,,,,,,,,,,,,2.5365287039028552,4440,P,Brescia,1,1,0,-111.4876335544243
491,491,,ANDRENACCI,,,,,,,,,,,,,2.5365287039028552,4441,P,Brescia,1,1,0,-111.4876335544243
492,492,,ARESTI,,,,,,,,,,,,,2.5365287039028552,1946,P,Cagliari,1,1,0,-111.4876335544243
493,493,,BRANCOLINI,,,,,,,,,,,,,2.5365287039028552,4351,P,Fiorentina,1,1,0,-111.4876335544243
494,494,,CEROFOLINI,,,,,,,,,,,,,2.5365287039028552,2294,P,Fiorentina,1,1,0,-111.4876335544243
495,495,,JANDREI,,,,,,,,,,,,,2.5365287039028552,4325,P,Genoa,1,1,0,-111.4876335544243
496,496,,VODISEK,,,,,,,,,,,,,2.5365287039028552,2761,P,Genoa,1,1,0,-111.4876335544243
497,497,,BERNI,,,,,,,,,,,,,2.5365287039028552,248,P,Inter,1,1,0,-111.4876335544243
498,498,,PADELLI,,,,,,,,,,,,,2.5365287039028552,543,P,Inter,1,1,0,-111.4876335544243
499,499,,GUERRIERI,,,,,,,,,,,,,2.5365287039028552,317,P,Lazio,1,1,0,-111.4876335544243
500,500,,PROTO,,,,,,,,,,,,,2.5365287039028552,2770,P,Lazio,1,1,0,-111.4876335544243
501,501,,BLEVE,,,,,,,,,,,,,2.5365287039028552,4468,P,Lecce,1,1,0,-111.4876335544243
502,502,,MILLI,,,,,,,,,,,,,2.5365287039028552,4469,P,Lecce,1,1,0,-111.4876335544243
503,503,,VIGORITO,,,,,,,,,,,,,2.5365287039028552,2809,P,Lecce,1,1,0,-111.4876335544243
504,504,,DONNARUMMAAN,,,,,,,,,,,,,2.5365287039028552,216,P,Milan,1,1,0,-111.4876335544243
505,505,,COLOMBI,,,,,,,,,,,,,2.5365287039028552,412,P,Parma,1,1,0,-111.4876335544243
506,506,,FUZATO,,,,,,,,,,,,,2.5365287039028552,2781,P,Roma,1,1,0,-111.4876335544243
507,507,,FALCONE,,,,,,,,,,,,,2.5365287039028552,2134,P,Sampdoria,1,1,0,-111.4876335544243
508,508,,THIAMD,,,,,,,,,,,,,2.5365287039028552,4485,P,SPAL,1,1,0,-111.4876335544243
509,509,,ROSATI,,,,,,,,,,,,,2.5365287039028552,2790,P,Torino,1,1,0,-111.4876335544243
510,510,,ZACCAGNO,,,,,,,,,,,,,2.5365287039028552,2270,P,Torino,1,1,0,-111.4876335544243
511,511,,PERISAN,,,,,,,,,,,,,2.5365287039028552,673,P,Udinese,1,1,0,-111.4876335544243
512,512,,BERARDIA,,,,,,,,,,,,,2.5365287039028552,4491,P,Verona,1,1,0,-111.4876335544243
513,513,,BORGHETTO,,,,,,,,,,,,,2.5365287039028552,4410,P,Verona,1,1,0,-111.4876335544243
514,514,,RADUNOVIC,,,,,,,,,,,,,2.5365287039028552,3,P,Verona,1,1,0,-111.4876335544243
515,515,,ALASTRA,,,,,,,,,,,,,2.5365287039028552,654,P,Parma,1,1,0,-111.4876335544243
516,516,,RUSSOA,,,,,,,,,,,,,2.5365287039028552,4518,P,Sassuolo,1,1,0,-111.4876335544243
517,517,,LETICA,,,,,,,,,,,,,2.5365287039028552,4520,P,SPAL,1,1,0,-111.4876335544243
518,518,,AVOGADRI,,,,,,,,,,,,,2.5365287039028552,4523,P,Sampdoria,1,1,0,-111.4876335544243
519,519,,GEMELLO,,,,,,,,,,,,,2.5365287039028552,4525,P,Torino,1,1,0,-111.4876335544243
520,520,,OKOLI,,,,,,,,,,,,,2.5365287039028552,4432,D,Atalanta,1,1,0,-149.42110631890023
521,521,,CORBO,,,,,,,,,,,,,2.5365287039028552,4365,D,Bologna,1,1,0,-149.42110631890023
522,522,,PAZ,,,,,,,,,,,,,2.5365287039028552,2747,D,Bologna,1,1,0,-149.42110631890023
523,523,,MANGRAVITI,,,,,,,,,,,,,2.5365287039028552,4504,D,Brescia,1,1,0,-149.42110631890023
524,524,,RANIERIL,,,,,,,,,,,,,2.5365287039028552,4378,D,Fiorentina,1,1,0,-149.42110631890023
525,525,,TERZIC,,,,,,,,,,,,,2.5365287039028552,4375,D,Fiorentina,1,1,0,-149.42110631890023
526,526,,RIZZON,,,,,,,,,,,,,2.5365287039028552,4392,D,Genoa,1,1,0,-149.42110631890023
527,527,,GALLO,,,,,,,,,,,,,2.5365287039028552,4502,D,Lecce,1,1,0,-149.42110631890023
528,528,,RICCARDID,,,,,,,,,,,,,2.5365287039028552,4473,D,Lecce,1,1,0,-149.42110631890023
529,529,,GABBIA,,,,,,,,,,,,,2.5365287039028552,4401,D,Milan,1,1,0,-149.42110631890023
530,530,,MINELLI,,,,,,,,,,,,,2.5365287039028552,4480,D,Parma,1,1,0,-149.42110631890023
531,531,,BIANDA,,,,,,,,,,,,,2.5365287039028552,2783,D,Roma,1,1,0,-149.42110631890023
532,532,,BOUAH,,,,,,,,,,,,,2.5365287039028552,4481,D,Roma,1,1,0,-149.42110631890023
533,533,,BUONGIORNO,,,,,,,,,,,,,2.5365287039028552,2724,D,Torino,1,1,0,-149.42110631890023
534,534,,GILLI,,,,,,,,,,,,,2.5365287039028552,4488,D,Torino,1,1,0,-149.42110631890023
535,535,,CRESCENZI,,,,,,,,,,,,,2.5365287039028552,457,D,Verona,1,1,0,-149.42110631890023
536,536,,CIPRIANO,,,,,,,,,,,,,2.5365287039028552,4509,D,Lazio,1,1,0,-149.42110631890023
537,537,,COLLEYE,,,,,,,,,,,,,2.5365287039028552,4435,C,Atalanta,1,1,0,-152.9375514023315
538,538,,FALLETTI,,,,,,,,,,,,,2.5365287039028552,2210,C,Bologna,1,1,0,-152.9375514023315
539,539,,TREMOLADA,,,,,,,,,,,,,2.5365287039028552,4450,C,Brescia,1,1,0,-152.9375514023315
540,540,,VIVIANIM,,,,,,,,,,,,,2.5365287039028552,4451,C,Brescia,1,1,0,-152.9375514023315
541,541,,COLOMBATTO,,,,,,,,,,,,,2.5365287039028552,2828,C,Cagliari,1,1,0,-152.9375514023315
542,542,,MONTIEL,,,,,,,,,,,,,2.5365287039028552,4353,C,Fiorentina,1,1,0,-152.9375514023315
543,543,,ROVELLA,,,,,,,,,,,,,2.5365287039028552,4459,C,Genoa,1,1,0,-152.9375514023315
544,544,,ZENNARO,,,,,,,,,,,,,2.5365287039028552,4383,C,Genoa,1,1,0,-152.9375514023315
545,545,,AGOUME,,,,,,,,,,,,,2.5365287039028552,4411,C,Inter,1,1,0,-152.9375514023315
546,546,,FAGIOLI,,,,,,,,,,,,,2.5365287039028552,4465,C,Juventus,1,1,0,-152.9375514023315
547,547,,NICOLUSSICAVIGLIA,,,,,,,,,,,,,2.5365287039028552,4349,C,Juventus,1,1,0,-152.9375514023315
548,548,,PORTANOVA,,,,,,,,,,,,,2.5365287039028552,4370,C,Juventus,1,1,0,-152.9375514023315
549,549,,GAETANO,,,,,,,,,,,,,2.5365287039028552,4364,C,Napoli,1,1,0,-152.9375514023315
